,titles,authors,ratings,num_ratings,id,img,description,pages,genre,format
16749,"Hellboy, Vol. 1: Seed of Destruction",Mike Mignola,4.11,58783,102458,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486039246l/102458._SY475_.jpg,"Dark Horse presents new editions of the entire Hellboy line with new covers, beginning with Seed of Destruction, the basis of director Guillermo del Toro's blockbuster films. Hellboy is one of the most celebrated comics series in recent years. The ultimate artists' artist and a great storyteller whose work is in turns haunting, hilarious, and spellbinding. Mike Mignola has won numerous awards in the comics industry and beyond. When strangeness threatens to engulf the world, a strange man will come to save it. Sent to investigate a mystery with supernatural overtones, Hellboy discovers the secrets of his own origins, and his link to the Nazi occultists who promised Hitler a final solution in the form of a demonic avatar.  "" ... Hellboy is a brilliant example of how to elevate the comic of the future to a higher literary level while achieving a higher pitch of excitement."" --Robert Bloch, from his introduction",128 pages,"{'Sequential Art', 'Horror', 'Comics', 'Comic Book', 'Supernatural', 'Paranormal', 'Fantasy', 'Graphic Novels Comics', 'Superheroes', 'Fiction', 'Graphic Novels'}",
16750,ثلاثية غرناطة,رضوى عاشور,4.29,36962,3438000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503755688l/3438000.jpg, ,,set(),
16751,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,4.03,56100,73070,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297088239l/73070.jpg, ,,set(),
16752,In the Time of the Butterflies,Julia Alvarez,4.14,51189,11206,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411410276l/11206.jpg, ,,set(),
16753,Disclosure,Michael Crichton,3.78,66570,7675,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398678136l/7675.jpg, ,,set(),
16754,Of Love and Other Demons,Gabriel García Márquez,3.98,50628,23876,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324357590l/23876.jpg, ,,set(),
16755,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,4.04,61060,34502,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168566175l/34502.jpg, ,,set(),
16756,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,4.12,32517,14096,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440661171l/14096._SX318_.jpg, ,,set(),
16757,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.05,60989,6539,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389834053l/6539.jpg,"The Body Farm - a research institute that tests the decomposition of corpses. Black Mountain, North Carolina: a sleepy little town where the local police deal with one homicide a year, if they're unlucky, and where people are still getting used to the idea of locking their doors at night. But violent death is no respecter of venue, and the discovery of the corpse of an 11-year-old girl sends shock waves through the community. Dr Kay Scarpetta, Chief medical Examiner on a similar case in Virginia, is called in to apply her forensic skills to this latest atrocity, but the apparent simplicity of the case proves something of a poisoned chalice - until Scarpetta finds enlightenment through the curious pathologists' playground known as the Body Farm.  From Author’s Website",351 pages,"{'Suspense', 'Thriller', 'Fiction', 'Mystery', 'Crime'}",
16758,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,4.33,26272,61663,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500191671l/61663._SY475_.jpg, ,,set(),
16759,"At Home in Mitford (Mitford Years, #1)",Jan Karon,4.12,56025,71776,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924130l/71776.jpg, ,,set(),
16760,Barrel Fever,David Sedaris,3.78,49162,4143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453273003l/4143._SY475_.jpg,"In David Sedaris’s world, no one is safe and no cow is sacred. A manic cross between Mark Leyner, Fran Lebowitz, and the National Enquirer, Sedaris’s collection of essays is a rollicking tour through the national Zeitgeist: a do-it-yourself suburban dad saves money by performing home surgery; a man who is loved too much flees the heavyweight champion of the world; a teenage suicide tries to incite a lynch mob at her funeral; a bitter Santa abuses the elves.  David Sedaris made his debut on NPR’s Morning Edition with “SantaLand Diaries”, recounting his strange-but-true experiences as an elf at Macy’s, and soon became one of the show’s most popular commentators. With a perfect eye and a voice infused with as much empathy as wit, Sedaris writes stories and essays that target the soulful ridiculousness of our behavior. Barrel Fever is like a blind date with modern life, and anything can happen. (back cover)",196 pages,"{'Autobiography', 'Memoir', 'Comedy', 'Writing', 'Essays', 'Short Stories', 'Humor', 'Nonfiction'}",
16761,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",Michael Connelly,4.16,46847,49350,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388241215l/49350.jpg, ,,set(),
16762,"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice,3.80,47856,9804779,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328364916l/9804779.jpg, ,,set(),
16763,"Brief Lives (The Sandman, #7)",Neil Gaiman,4.54,46582,25105,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339922078l/25105.jpg, ,,set(),
16764,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,38217,18728,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559635256l/18728._SY475_.jpg, ,,set(),
16765,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.04,16885,5755,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342388l/5755.jpg, ,,set(),
16766,"Interesting Times (Discworld, #17; Rincewind #5)",Terry Pratchett,4.17,40053,884288,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430881376l/884288.jpg, ,,set(),
16767,"Debt of Honor (Jack Ryan, #7)",Tom Clancy,4.05,41626,19670,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310086695l/19670.jpg, ,,set(),
16768,"A Drink Before the War (Kenzie & Gennaro, #1)",Dennis Lehane,3.95,34089,21685,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921356l/21685.jpg, ,,set(),
16769,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,4.62,39405,46601,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481920193l/46601._SY475_.jpg, ,,set(),
16770,One True Thing,Anna Quindlen,4.03,36292,176839,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320401814l/176839.jpg, ,,set(),
16771,"Rurouni Kenshin, Volume 01",Nobuhiro Watsuki,4.32,40942,294963,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388273758l/294963.jpg, ,,set(),
16772,Paula,Isabel Allende,4.11,28989,24790,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316284499l/24790.jpg, ,,set(),
16773,"K is for Killer (Kinsey Millhone, #11)",Sue Grafton,3.98,36583,380975,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315138307l/380975.jpg, ,,set(),
16774,"Good Night, Gorilla",Peggy Rathmann,4.22,43043,773276,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347227009l/773276.jpg, ,,set(),
16775,Autobiography of a Face,Lucy Grealy,3.97,23224,534255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921470l/534255.jpg, ,,set(),
16776,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,4.13,28376,365990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518965878l/365990.jpg,"Following All the Pretty Horses in Cormac McCarthy's Border Trilogy is a novel whose force of language is matched only by its breadth of experience and depth of thought. In the bootheel of New Mexico hard on the frontier, Billy and Boyd Parham are just boys in the years before the Second World War, but on the cusp of unimaginable events. First comes a trespassing Indian and the dream of wolves running wild amongst the cattle lately brought onto the plain by settlers - this when all the wisdom of trappers has disappeared along with the trappers themselves. So Billy sets forth at the age of sixteen on an unwitting journey into the souls of boys, animals and men.  Having trapped a she-wolf he would restore to the mountains of Mexico, he is long gone and returns to find everything he left behind transformed utterly in his absence. Except his kid brother, Boyd, with whom he strikes out yet again to reclaim what is theirs - thus crossing into ""that antique gaze from whence there could be no way back forever.""  What they find instead, is an extraordinary panoply of fiestas and circuses, dogs, horses and hawks, pilgrims and revolutionaries, grand haciendas and forlorn cantinas, bandits, gypsies and roving tribes, a young girl alone on the road, a mystery in the mountain wilds, and a myth in the making.  And in this wider world they fight a war as rageful as the one neither, in the end, will join up for back home. One brother finds his destiny, while the other arrives only at his fate.  An essential novel by any measure, and the transfixing middle passage of Cormac McCarthy's ongoing trilogy, The Crossing is luminous and appalling, a book that touches, stops,and starts the heart and mind at once.",426 pages,"{'Westerns', 'Literature', 'Fiction', 'Novels'}",Hardcover
16777,"Breath, Eyes, Memory",Edwidge Danticat,3.88,26050,5186,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423684958l/5186.jpg, ,,set(),
16778,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,4.13,18597,33426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404794967l/33426.jpg, ,,set(),
16779,"Catherine, Called Birdy",Karen Cushman,3.71,35477,24137,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1167520363l/24137._SX318_.jpg, ,,set(),
16780,Pulp,Charles Bukowski,3.68,27243,141526,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348053445l/141526.jpg, ,,set(),
16781,"Dreaming of You (The Gamblers of Craven's, #2)",Lisa Kleypas,4.20,31391,330721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443223862l/330721.jpg, ,,set(),
16782,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,3.87,24463,159760,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441333242l/159760._SY475_.jpg,"#1 New York Times Bestseller  The groundbreaking work that poses one of the most provocative questions of a generation: what is happening to the selves of adolescent girls?  As a therapist, Mary Pipher was becoming frustrated with the growing problems among adolescent girls. Why were so many of them turning to therapy in the first place? Why had these lovely and promising human beings fallen prey to depression, eating disorders, suicide attempts, and crushingly low self-esteem? The answer hit a nerve with Pipher, with parents, and with the girls themselves. Crashing and burning in a “developmental Bermuda Triangle,” they were coming of age in a media-saturated culture preoccupied with unrealistic ideals of beauty and images of dehumanized sex, a culture rife with addictions and sexually transmitted diseases. They were losing their resiliency and optimism in a “girl-poisoning” culture that propagated values at odds with those necessary to survive.     Told in the brave, fearless, and honest voices of the girls themselves who are emerging from the chaos of adolescence, Reviving Ophelia is a call to arms, offering important tactics, empathy, and strength, and urging a change where young hearts can flourish again, and rediscover and reengage their sense of self.",293 pages,"{'Parenting', 'Psychology', 'Education', 'Feminism', 'Nonfiction'}",
16783,Nothing Lasts Forever,Sidney Sheldon,3.84,28239,43325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265620l/43325.jpg, ,,set(),
16784,The Samurai's Garden,Gail Tsukiyama,4.12,20852,51113,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876036l/51113.jpg, ,,set(),
16785,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Stephen E. Ambrose,4.27,21945,49250,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391798880l/49250.jpg, ,,set(),
16786,Mariana,Susanna Kearsley,4.07,21302,961833,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330496361l/961833.jpg, ,,set(),
16787,Vinegar Hill,A. Manette Ansay,3.39,27133,101911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440121207l/101911._SY475_.jpg,"In a stark, troubling, yet ultimately triumphant celebration of self-determination, award-winning author A. Manette Ansay re-creates a stifling world of guilty and pain, and the tormented souls who inhabit it. It is 1972 when circumstance carries Ellen Grier and her family back to Holly's Field, Wisconsin. Dutifully accompanying her newly unemployed husband, Ellen has brought her two children into the home of her in-laws on Vinegar Hill -- a loveless house suffused with the settling dust of bitterness and routine -- where calculated cruelty is a way of life preserved and perpetuated in the service of a rigid, exacting and angry God. Behind a facade of false piety, there are sins and secrets in this place that could crush a vibrant young woman's passionate spirit. And here Ellen must find the straight to endure, change, and grow in the all-pervading darkness that threatens to destroy everything she is and everyone she loves.",272 pages,{'Fiction'},
16788,The Collected Poems,Langston Hughes,4.34,15645,133906,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367492866l/133906.jpg, ,,set(),
16789,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist,4.04,25387,43908,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212748l/43908.jpg, ,,set(),
16790,The Moral Animal: Why We Are the Way We Are: The New Science of Evolutionary Psychology,Robert Wright,4.07,9285,681941,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430864612l/681941.jpg, ,,set(),
16791,"Inca Gold (Dirk Pitt, #12)",Clive Cussler,3.98,24296,198332,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172611303l/198332.jpg, ,,set(),
16792,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,15210,40992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180510l/40992.jpg, ,,set(),
16793,"When Christ and His Saints Slept (Henry II and Eleanor of Aquitaine, #1)",Sharon Kay Penman,4.27,13129,43841,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577582l/43841.jpg, ,,set(),
16794,"The Bellmaker (Redwall, #7)",Brian Jacques,3.97,20982,7979,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921177l/7979.jpg, ,,set(),
16795,Remember Me,Mary Higgins Clark,3.92,20256,35354,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348180116l/35354.jpg, ,,set(),
16796,The Informers,Bret Easton Ellis,3.37,18385,9914,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374684746l/9914.jpg, ,,set(),
16797,"The Dead of Night (Tomorrow, #2)",John Marsden,4.13,19331,71864,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388214810l/71864.jpg, ,,set(),
16798,The Glass Lake,Maeve Binchy,3.93,20057,34310,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342485933l/34310.jpg, ,,set(),
16799,Into the Land of the Unicorns,Bruce Coville,4.06,17300,114701,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388331416l/114701.jpg, ,,set(),
16800,"The Midnight Palace (Niebla, #2)",Carlos Ruiz Zafón,3.60,16119,9440324,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290459336l/9440324.jpg, ,,set(),
16801,"The Hidden City (The Tamuli, #3)",David Eddings,4.00 ,21774,429883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212612l/429883.jpg, ,,set(),
16802,"Three Bedrooms, One Corpse (Aurora Teagarden, #3)",Charlaine Harris,3.81,16769,140090,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375777337l/140090.jpg, ,,set(),
16803,A Son of the Circus,John Irving,3.63,18082,7073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561342994l/7073.jpg, ,,set(),
16804,Half Asleep in Frog Pajamas,Tom Robbins,3.74,20423,9567,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347326626l/9567.jpg, ,,set(),
16805,Disney The Lion King (A Little Golden Book),Justine Korman Fontes,4.48,25826,594361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412442l/594361.jpg, ,,set(),
